1|https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/OK-button_-_Macro_photography_of_a_remote_control.jpg/1200px-OK-button_-_Macro_photography_of_a_remote_control.jpg|1
2|https://imgs.search.brave.com/JxmEs5s50xFpECR3Jee0Veh2mtNDtcZ7JMhZNvpX59s/rs:fit:1200:720:1/g:ce/aHR0cHM6Ly9pLnl0/aW1nLmNvbS92aS9a/S2ZBVDhqQ3VoTS9t/YXhyZXNkZWZhdWx0/LmpwZw|2
3|https://imgs.search.brave.com/JxmEs5s50xFpECR3Jee0Veh2mtNDtcZ7JMhZNvpX59s/rs:fit:1200:720:1/g:ce/aHR0cHM6Ly9pLnl0/aW1nLmNvbS92aS9a/S2ZBVDhqQ3VoTS9t/YXhyZXNkZWZhdWx0/LmpwZw|3
9|https://imgs.search.brave.com/lX4qIsg-Q9cswk-DD2NyfCtqlVB0PTSk3shVvyjTfbM/rs:fit:1000:667:1/g:ce/aHR0cHM6Ly93d3cu/aG9tZXN0cmF0b3Nw/aGVyZS5jb20vd3At/Y29udGVudC91cGxv/YWRzLzIwMTcvMTIv/Ymx1ZS1ob3VzZS1l/eHRlcmlvci1kZWMy/MS5qcGc|4
10|https://imgs.search.brave.com/lX4qIsg-Q9cswk-DD2NyfCtqlVB0PTSk3shVvyjTfbM/rs:fit:1000:667:1/g:ce/aHR0cHM6Ly93d3cu/aG9tZXN0cmF0b3Nw/aGVyZS5jb20vd3At/Y29udGVudC91cGxv/YWRzLzIwMTcvMTIv/Ymx1ZS1ob3VzZS1l/eHRlcmlvci1kZWMy/MS5qcGc|5
11|https://imgs.search.brave.com/JxmEs5s50xFpECR3Jee0Veh2mtNDtcZ7JMhZNvpX59s/rs:fit:1200:720:1/g:ce/aHR0cHM6Ly9pLnl0/aW1nLmNvbS92aS9a/S2ZBVDhqQ3VoTS9t/YXhyZXNkZWZhdWx0/LmpwZw|1
12|https://imgs.search.brave.com/lX4qIsg-Q9cswk-DD2NyfCtqlVB0PTSk3shVvyjTfbM/rs:fit:1000:667:1/g:ce/aHR0cHM6Ly93d3cu/aG9tZXN0cmF0b3Nw/aGVyZS5jb20vd3At/Y29udGVudC91cGxv/YWRzLzIwMTcvMTIv/Ymx1ZS1ob3VzZS1l/eHRlcmlvci1kZWMy/MS5qcGc|1
13|https://imgcy.trivago.com/c_fill,d_dummy.jpeg,e_sharpen:60,f_auto,h_627,q_auto,w_1200/itemimages/89/28/8928_v6.jpeg|6
14|https://www.visitdubai.com/-/media/gathercontent/poi/j/jumeirah-beach-hotel/fallback-image/jumeirah-beach-hotel-exteriorjpg.jpg|6
15|https://img.itinari.com/pages/images/original/df39f3ea-9329-4c34-ae4d-cef750b3b495-novi-sad.jpg?ch=DPR&dpr=2.625&w=1200&h=800&s=00cded58bcdde715454373e1208013b3|7
16|https://bookaweb.s3.eu-central-1.amazonaws.com/media/23864/iStock-1217964004-%281%29.jpg|8
17|https://i.ytimg.com/vi/sxE4ptX-ZKc/maxresdefault.jpg|9
